gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_tx,out_tx,in_kzt,out_kzt,pass_through,role_label,rank
100000001427082100,peripheral,0.5,0,0.922153024911032,"периферия, признаков роли не выявлено: входящих 1, исходящих 5, получено 5,000 ₸ (предварительно)",3,False,1,5,1,6,5000.0,124900.0,24.98,"периферия, признаков роли не выявлено",159
100000001429930100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 26,000 ₸ (предварительно)",0,True,1,0,1,0,26000.0,0.0,0.0,конечный получатель в пределах выгрузки,982
100000001439416100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 1, исходящих 2, получено 10,000 ₸ (предварительно)",3,False,1,2,1,3,10000.0,165000.0,16.5,"периферия, признаков роли не выявлено",359
100000001445848100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 546,000 ₸ (предварительно)",3,False,1,1,13,14,546000.0,351850.0,0.6444139194139195,"периферия, признаков роли не выявлено",560
100000001463701100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 621,000 ₸ (предварительно)",1,False,2,0,2,0,621000.0,0.0,0.0,конечный получатель в пределах выгрузки,561
100000001471706100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 377,000 ₸ (предварительно)",4,False,1,0,8,0,377000.0,0.0,0.0,"периферия, признаков роли не выявлено",983
100000001477796100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 182,000 ₸ (предварительно)",1,False,1,0,1,0,182000.0,0.0,0.0,конечный получатель в пределах выгрузки,984
100000001484381100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 95,585 ₸ (предварительно)",3,False,2,0,4,0,95585.0,0.0,0.0,конечный получатель в пределах выгрузки,562
100000001490461100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 20,000 ₸ (предварительно)",2,False,1,1,1,1,20000.0,5000.0,0.25,"периферия, признаков роли не выявлено",563
100000001498732100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 5,500 ₸ (предварительно)",4,False,1,0,1,0,5500.0,0.0,0.0,"периферия, признаков роли не выявлено",985
100000001524952100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 103,807 ₸ (предварительно)",1,False,1,0,1,0,103807.0,0.0,0.0,конечный получатель в пределах выгрузки,986
100000001526235100,peripheral,0.5,0,0.9675266903914591,"периферия, признаков роли не выявлено: входящих 3, исходящих 8, получено 82,000 ₸ (предварительно)",2,False,3,8,4,9,82000.0,432750.0,5.277439024390244,"периферия, признаков роли не выявлено",70
100000001527186100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 678,000 ₸ (предварительно)",1,False,1,0,2,0,678000.0,0.0,0.0,конечный получатель в пределах выгрузки,987
100000001530709100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 53,961 ₸ (предварительно)",3,False,1,0,1,0,53961.0,0.0,0.0,конечный получатель в пределах выгрузки,988
100000001530740100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 15,000 ₸ (предварительно)",2,False,1,0,1,0,15000.0,0.0,0.0,конечный получатель в пределах выгрузки,989
100000001530983100,distributor,0.5,0,0.9775355871886121,"признаки веерного распределения: входящих 4, исходящих 11, получено 564,158 ₸ (предварительно)",1,False,4,11,4,17,564158.0,1829538.0,3.24295321523403,признаки веерного распределения,49
100000001533161100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 100,000 ₸ (предварительно)",4,False,1,0,1,0,100000.0,0.0,0.0,"периферия, признаков роли не выявлено",990
100000001534244100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 2, исходящих 1, получено 366,000 ₸ (предварительно)",3,False,2,1,2,1,366000.0,45000.0,0.12295081967213115,"периферия, признаков роли не выявлено",360
100000001537524100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 150,000 ₸ (предварительно)",4,False,1,0,1,0,150000.0,0.0,0.0,"периферия, признаков роли не выявлено",991
100000001538095100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 280,000 ₸ (предварительно)",3,False,2,0,2,0,280000.0,0.0,0.0,конечный получатель в пределах выгрузки,564
100000001541418100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 96,900 ₸ (предварительно)",2,False,2,0,2,0,96900.0,0.0,0.0,конечный получатель в пределах выгрузки,565
100000001549194100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 46,500 ₸ (предварительно)",3,False,1,0,1,0,46500.0,0.0,0.0,конечный получатель в пределах выгрузки,992
100000001550388100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 50,000 ₸ (предварительно)",1,False,1,0,1,0,50000.0,0.0,0.0,конечный получатель в пределах выгрузки,993
100000001550419100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 23,000 ₸ (предварительно)",3,False,1,0,1,0,23000.0,0.0,0.0,конечный получатель в пределах выгрузки,994
100000001554432100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 53,920 ₸ (предварительно)",1,False,1,0,1,0,53920.0,0.0,0.0,конечный получатель в пределах выгрузки,995
100000001557930100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 34,610 ₸ (предварительно)",2,False,1,0,1,0,34610.0,0.0,0.0,конечный получатель в пределах выгрузки,996
100000001567366100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 824,070 ₸ (предварительно)",1,False,1,0,4,0,824070.0,0.0,0.0,конечный получатель в пределах выгрузки,997
100000001578517100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 30,000 ₸ (предварительно)",2,False,1,0,1,0,30000.0,0.0,0.0,конечный получатель в пределах выгрузки,998
100000001584286100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 738,699 ₸ (предварительно)",2,False,2,0,3,0,738699.0,0.0,0.0,конечный получатель в пределах выгрузки,566
100000001590795100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 5,060 ₸ (предварительно)",4,False,1,0,1,0,5060.0,0.0,0.0,"периферия, признаков роли не выявлено",999
100000001597424100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 48,100 ₸ (предварительно)",3,False,1,0,1,0,48100.0,0.0,0.0,конечный получатель в пределах выгрузки,1000
100000001597505100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 26,460 ₸ (предварительно)",2,False,1,1,1,1,26460.0,12920.0,0.48828420256991684,"периферия, признаков роли не выявлено",567
100000001598625100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 25,000 ₸ (предварительно)",4,False,1,0,1,0,25000.0,0.0,0.0,"периферия, признаков роли не выявлено",1001
100000001600934100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 180,300 ₸ (предварительно)",3,False,1,1,2,1,180300.0,11000.0,0.06100942872989462,"периферия, признаков роли не выявлено",568
100000001601320100,transit,0.5,0,0.8111654804270463,"признаки транзитного счёта: входящих 2, исходящих 1, получено 43,500 ₸ (предварительно)",2,False,2,1,2,1,43500.0,46200.0,1.0620689655172413,признаки транзитного счёта,361
100000001609499100,peripheral,0.5,0,0.900355871886121,"периферия, признаков роли не выявлено: входящих 3, исходящих 2, получено 263,113 ₸ (предварительно)",1,False,3,2,3,2,263113.0,21000.0,0.07981361620292422,"периферия, признаков роли не выявлено",209
100000001611488100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 779,300 ₸ (предварительно)",3,False,2,0,3,0,779300.0,0.0,0.0,конечный получатель в пределах выгрузки,569
100000001616816100,consolidator,0.5,0,0.9497330960854092,"признаки точки консолидации: входящих 5, исходящих 3, получено 176,195 ₸ (предварительно)",0,True,5,3,12,10,176195.0,181326.0,1.0291211441868384,признаки точки консолидации,102
100000001632325100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 85,600 ₸ (предварительно)",3,False,1,0,3,0,85600.0,0.0,0.0,конечный получатель в пределах выгрузки,1002
100000001633685100,terminal,0.5,0,0.8111654804270463,"конечный получатель в пределах выгрузки: входящих 3, исходящих 0, получено 45,000 ₸ (предварительно)",2,False,3,0,3,0,45000.0,0.0,0.0,конечный получатель в пределах выгрузки,362
100000001637376100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 116,700 ₸ (предварительно)",3,False,1,1,1,2,116700.0,234250.0,2.0072836332476434,"периферия, признаков роли не выявлено",570
100000001639766100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 20,000 ₸ (предварительно)",3,False,1,0,1,0,20000.0,0.0,0.0,конечный получатель в пределах выгрузки,1003
100000001641789100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 17,826 ₸ (предварительно)",1,False,1,0,1,0,17826.0,0.0,0.0,конечный получатель в пределах выгрузки,1004
100000001641951100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 25,000 ₸ (предварительно)",2,False,1,0,4,0,25000.0,0.0,0.0,конечный получатель в пределах выгрузки,1005
100000001648936100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 92,740 ₸ (предварительно)",2,False,1,0,1,0,92740.0,0.0,0.0,конечный получатель в пределах выгрузки,1006
100000001650895100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 153,500 ₸ (предварительно)",3,False,1,1,1,1,153500.0,10000.0,0.06514657980456026,"периферия, признаков роли не выявлено",571
100000001660397100,transit,0.5,0,0.900355871886121,"признаки транзитного счёта: входящих 2, исходящих 3, получено 48,600 ₸ (предварительно)",1,False,2,3,2,4,48600.0,49000.0,1.008230452674897,признаки транзитного счёта,210
100000001669260100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 500,000 ₸ (предварительно)",4,False,1,0,1,0,500000.0,0.0,0.0,"периферия, признаков роли не выявлено",1007
100000001674850100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 237,000 ₸ (предварительно)",3,False,2,0,2,0,237000.0,0.0,0.0,конечный получатель в пределах выгрузки,572
100000001677389100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 11,000 ₸ (предварительно)",3,False,1,1,1,1,11000.0,5400.0,0.4909090909090909,"периферия, признаков роли не выявлено",573
100000001677929100,peripheral,0.5,0,0.900355871886121,"периферия, признаков роли не выявлено: входящих 3, исходящих 2, получено 126,777 ₸ (предварительно)",2,False,3,2,3,4,126777.0,286098.0,2.2567027142147236,"периферия, признаков роли не выявлено",211
100000001680944100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 393,000 ₸ (предварительно)",3,False,1,0,1,0,393000.0,0.0,0.0,конечный получатель в пределах выгрузки,1008
100000001684867100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 30,550 ₸ (предварительно)",1,False,1,0,1,0,30550.0,0.0,0.0,конечный получатель в пределах выгрузки,1009
100000001686328100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 140,000 ₸ (предварительно)",3,False,1,0,1,0,140000.0,0.0,0.0,конечный получатель в пределах выгрузки,1010
100000001688676100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 133,700 ₸ (предварительно)",3,False,1,0,1,0,133700.0,0.0,0.0,конечный получатель в пределах выгрузки,1011
100000001689968100,terminal,0.5,0,0.8111654804270463,"конечный получатель в пределах выгрузки: входящих 3, исходящих 0, получено 344,334 ₸ (предварительно)",3,False,3,0,3,0,344333.75,0.0,0.0,конечный получатель в пределах выгрузки,363
100000001690439100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 14,200 ₸ (предварительно)",3,False,1,0,1,0,14200.0,0.0,0.0,конечный получатель в пределах выгрузки,1012
100000001690558100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 740,000 ₸ (предварительно)",3,False,1,0,1,0,740000.0,0.0,0.0,конечный получатель в пределах выгрузки,1013
100000001696818100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 53,550 ₸ (предварительно)",1,False,1,0,1,0,53550.0,0.0,0.0,конечный получатель в пределах выгрузки,1014
100000001697501100,distributor,0.5,1,0.9955516014234875,"признаки веерного распределения: входящих 3, исходящих 38, получено 123,700 ₸ (предварительно)",1,False,3,38,3,55,123700.0,1482606.0,11.98549717057397,признаки веерного распределения,11
100000001703168100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 45,000 ₸ (предварительно)",2,False,1,1,1,1,45000.0,90000.0,2.0,"периферия, признаков роли не выявлено",574
100000001714173100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 638,905 ₸ (предварительно)",3,False,1,0,6,0,638905.0,0.0,0.0,конечный получатель в пределах выгрузки,1015
100000001714413100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 250,172 ₸ (предварительно)",3,False,1,0,1,0,250172.0,0.0,0.0,конечный получатель в пределах выгрузки,1016
100000001714883100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 6,900 ₸ (предварительно)",4,False,1,0,1,0,6900.0,0.0,0.0,"периферия, признаков роли не выявлено",1017
100000001716579100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 13,916 ₸ (предварительно)",1,False,1,0,1,0,13916.0,0.0,0.0,конечный получатель в пределах выгрузки,1018
100000001724740100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 185,000 ₸ (предварительно)",4,False,1,0,4,0,185000.0,0.0,0.0,"периферия, признаков роли не выявлено",1019
100000001726614100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 138,717 ₸ (предварительно)",3,False,1,0,1,0,138717.0,0.0,0.0,конечный получатель в пределах выгрузки,1020
100000001732159100,peripheral,0.5,0,0.922153024911032,"периферия, признаков роли не выявлено: входящих 2, исходящих 4, получено 2,378,100 ₸ (предварительно)",0,True,2,4,30,23,2378100.0,1505966.0,0.633264370716118,"периферия, признаков роли не выявлено",160
100000001733216100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 60,000 ₸ (предварительно)",4,False,1,0,2,0,60000.0,0.0,0.0,"периферия, признаков роли не выявлено",1021
100000001733687100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 300,000 ₸ (предварительно)",3,False,1,0,1,0,300000.0,0.0,0.0,конечный получатель в пределах выгрузки,1022
100000001737722100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 60,460 ₸ (предварительно)",2,False,1,0,1,0,60460.0,0.0,0.0,конечный получатель в пределах выгрузки,1023
100000001740277100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 8,700 ₸ (предварительно)",3,False,1,1,1,1,8700.0,5000.0,0.5747126436781609,"периферия, признаков роли не выявлено",575
100000001745217100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 50,000 ₸ (предварительно)",3,False,1,0,1,0,50000.0,0.0,0.0,конечный получатель в пределах выгрузки,1024
100000001746925100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 65,250 ₸ (предварительно)",1,False,1,1,1,1,65250.0,5000.0,0.07662835249042145,"периферия, признаков роли не выявлено",576
100000001782980100,peripheral,0.5,3,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 50,000 ₸ (предварительно)",2,False,1,1,1,3,50000.0,596200.0,11.924,"периферия, признаков роли не выявлено",577
100000001784279100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 35,674 ₸ (предварительно)",3,False,1,0,1,0,35674.0,0.0,0.0,конечный получатель в пределах выгрузки,1025
100000001785161100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 30,000 ₸ (предварительно)",3,False,2,0,2,0,30000.0,0.0,0.0,конечный получатель в пределах выгрузки,578
100000001788284100,peripheral,0.5,0,0.922153024911032,"периферия, признаков роли не выявлено: входящих 1, исходящих 5, получено 8,000 ₸ (предварительно)",3,False,1,5,1,8,8000.0,296700.0,37.0875,"периферия, признаков роли не выявлено",161
100000001805543100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 59,000 ₸ (предварительно)",1,False,1,0,1,0,59000.0,0.0,0.0,конечный получатель в пределах выгрузки,1026
100000001808684100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 48,400 ₸ (предварительно)",3,False,1,1,3,2,48400.0,37700.0,0.7789256198347108,"периферия, признаков роли не выявлено",579
100000001816678100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 60,000 ₸ (предварительно)",4,False,1,0,1,0,60000.0,0.0,0.0,"периферия, признаков роли не выявлено",1027
100000001818442100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 42,215 ₸ (предварительно)",3,False,1,0,1,0,42215.0,0.0,0.0,конечный получатель в пределах выгрузки,1028
100000001819396100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 166,080 ₸ (предварительно)",3,False,1,0,1,0,166080.0,0.0,0.0,конечный получатель в пределах выгрузки,1029
100000001822623100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 201,300 ₸ (предварительно)",2,False,1,0,1,0,201300.0,0.0,0.0,конечный получатель в пределах выгрузки,1030
100000001822650100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 112,000 ₸ (предварительно)",4,False,1,0,1,0,112000.0,0.0,0.0,"периферия, признаков роли не выявлено",1031
100000001825934100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 40,000 ₸ (предварительно)",3,False,1,1,1,1,40000.0,97000.0,2.425,"периферия, признаков роли не выявлено",580
100000001831496100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 25,000 ₸ (предварительно)",3,False,1,1,1,1,25000.0,373000.0,14.92,"периферия, признаков роли не выявлено",581
100000001835625100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 75,130 ₸ (предварительно)",3,False,1,0,1,0,75130.0,0.0,0.0,конечный получатель в пределах выгрузки,1032
100000001837130100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 172,900 ₸ (предварительно)",3,False,1,0,1,0,172900.0,0.0,0.0,конечный получатель в пределах выгрузки,1033
100000001845505100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 20,000 ₸ (предварительно)",4,False,1,0,1,0,20000.0,0.0,0.0,"периферия, признаков роли не выявлено",1034
100000001848426100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 95,530 ₸ (предварительно)",2,False,1,0,1,0,95530.0,0.0,0.0,конечный получатель в пределах выгрузки,1035
100000001851289100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 109,510 ₸ (предварительно)",1,False,1,0,3,0,109510.0,0.0,0.0,конечный получатель в пределах выгрузки,1036
100000001852140100,terminal,0.5,11,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 30,000 ₸ (предварительно)",3,False,1,0,1,0,30000.0,0.0,0.0,конечный получатель в пределах выгрузки,1037
100000001853812100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 70,000 ₸ (предварительно)",3,False,1,0,1,0,70000.0,0.0,0.0,конечный получатель в пределах выгрузки,1038
100000001857829100,consolidator,0.5,0,0.986432384341637,"признаки точки консолидации: входящих 6, исходящих 16, получено 888,535 ₸ (предварительно)",2,False,6,16,9,16,888535.0,2390993.0,2.690938454872346,признаки точки консолидации,30
100000001860090100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 5,000 ₸ (предварительно)",3,False,1,0,1,0,5000.0,0.0,0.0,конечный получатель в пределах выгрузки,1039
100000001870116100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 24,000 ₸ (предварительно)",1,False,1,0,1,0,24000.0,0.0,0.0,конечный получатель в пределах выгрузки,1040
100000001872484100,peripheral,0.5,10,0.8698843416370107,"периферия, признаков роли не выявлено: входящих 1, исходящих 3, получено 871,400 ₸ (предварительно)",1,False,1,3,13,9,871400.0,514580.0,0.5905210006885472,"периферия, признаков роли не выявлено",261
100000001875167100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 1,000,000 ₸ (предварительно)",3,False,1,0,2,0,1000000.0,0.0,0.0,конечный получатель в пределах выгрузки,1041
100000001875239100,terminal,0.5,0,0.8111654804270463,"конечный получатель в пределах выгрузки: входящих 3, исходящих 0, получено 712,000 ₸ (предварительно)",3,False,3,0,3,0,712000.0,0.0,0.0,конечный получатель в пределах выгрузки,364
100000001884825100,terminal,0.5,0,0.8111654804270463,"конечный получатель в пределах выгрузки: входящих 3, исходящих 0, получено 495,000 ₸ (предварительно)",3,False,3,0,3,0,495000.0,0.0,0.0,конечный получатель в пределах выгрузки,365
100000001887715100,peripheral,0.5,0,0.8698843416370107,"периферия, признаков роли не выявлено: входящих 3, исходящих 1, получено 1,331,500 ₸ (предварительно)",3,False,3,1,4,1,1331500.0,750000.0,0.5632745024408562,"периферия, признаков роли не выявлено",262
100000001893287100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 18,000 ₸ (предварительно)",3,False,1,1,3,14,18000.0,152700.0,8.483333333333333,"периферия, признаков роли не выявлено",582
100000001899164100,peripheral,0.5,0,0.9377224199288257,"периферия, признаков роли не выявлено: входящих 4, исходящих 3, получено 291,675 ₸ (предварительно)",1,False,4,3,5,3,291675.0,76500.0,0.2622782206222679,"периферия, признаков роли не выявлено",130
100000001904863100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 500,000 ₸ (предварительно)",2,False,1,0,1,0,500000.0,0.0,0.0,конечный получатель в пределах выгрузки,1042
100000001924185100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 151,000 ₸ (предварительно)",1,False,2,0,2,0,151000.0,0.0,0.0,конечный получатель в пределах выгрузки,583
100000001927599100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 188,000 ₸ (предварительно)",3,False,2,0,2,0,188000.0,0.0,0.0,конечный получатель в пределах выгрузки,584
100000001929088100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 396,010 ₸ (предварительно)",1,False,2,0,2,0,396010.0,0.0,0.0,конечный получатель в пределах выгрузки,585
100000001934935100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 118,935 ₸ (предварительно)",3,False,1,0,1,0,118935.0,0.0,0.0,конечный получатель в пределах выгрузки,1043
100000001937767100,peripheral,0.5,0,0.900355871886121,"периферия, признаков роли не выявлено: входящих 1, исходящих 4, получено 53,000 ₸ (предварительно)",1,False,1,4,1,6,53000.0,1933000.0,36.471698113207545,"периферия, признаков роли не выявлено",212
100000001952325100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 77,888 ₸ (предварительно)",1,False,1,0,2,0,77888.0,0.0,0.0,конечный получатель в пределах выгрузки,1044
100000001953577100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 15,600 ₸ (предварительно)",1,False,1,0,1,0,15600.0,0.0,0.0,конечный получатель в пределах выгрузки,1045
100000001954534100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 13,000 ₸ (предварительно)",3,False,1,1,1,1,13000.0,40000.0,3.076923076923077,"периферия, признаков роли не выявлено",586
100000001954903100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 27,118 ₸ (предварительно)",2,False,1,0,1,0,27118.0,0.0,0.0,конечный получатель в пределах выгрузки,1046
100000001957974100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 500,000 ₸ (предварительно)",4,False,1,0,1,0,500000.0,0.0,0.0,"периферия, признаков роли не выявлено",1047
100000001960517100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 200,000 ₸ (предварительно)",1,False,1,0,1,0,200000.0,0.0,0.0,конечный получатель в пределах выгрузки,1048
100000001961048100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 150,000 ₸ (предварительно)",2,False,1,0,1,0,150000.0,0.0,0.0,конечный получатель в пределах выгрузки,1049
